"","Year","MW","S","NE","W","Jan_Percentage_Change","Feb_Percentage_Change","Mar_Percentage_Change","Apr_Percentage_Change","May_Percentage_Change","Jun_Percentage_Change","Jul_Percentage_Change","Aug_Percentage_Change","Sep_Percentage_Change","Oct_Percentage_Change","Nov_Percentage_Change","Dec_Percentage_Change","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Ave","Jan_Egg_Inflation_Dif","Feb_Egg_Inflation_Dif","Mar_Egg_Inflation_Dif","Apr_Egg_Inflation_Dif","May_Egg_Inflation_Dif","Jun_Egg_Inflation_Dif","Jul_Egg_Inflation_Dif","Aug_Egg_Inflation_Dif","Sep_Egg_Inflation_Dif","Oct_Egg_Inflation_Dif","Nov_Egg_Inflation_Dif","Dec_Egg_Inflation_Dif"
"28",2021,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76175548589341,1.4,1.7,2.6,4.2,5,5.4,5.4,5.3,5.4,6.2,6.8,7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.23824451410659
"29",2021,0,0,0,1,-1.93761814744802,1.78313253012048,-0.284090909090917,3.51377018043686,-3.16513761467889,-6.01610611084795,4.13306451612903,1.16166505324298,-0.334928229665055,3.60057609217475,0.324374420759965,4.6189376443418,1.4,1.7,2.6,4.2,5,5.4,5.4,5.3,5.4,6.2,6.8,7,4.7,-3.33761814744802,0.0831325301204793,-2.88409090909092,-0.686229819563141,-8.16513761467889,-11.416106110848,-1.26693548387097,-4.13833494675702,-5.73492822966505,-2.59942390782525,-6.47562557924003,-2.3810623556582
"30",2021,0,1,0,0,-2.63350402340893,16.3035311795642,-2.77777777777779,1.66112956810631,-2.87581699346405,2.55720053835802,-1.83727034120735,4.41176470588236,5.8258642765685,-1.14942528735633,-11.0771113831089,0.412938747419123,1.4,1.7,2.6,4.2,5,5.4,5.4,5.3,5.4,6.2,6.8,7,4.7,-4.03350402340893,14.6035311795642,-5.37777777777779,-2.53887043189369,-7.87581699346405,-2.84279946164198,-7.23727034120735,-0.88823529411764,0.425864276568504,-7.34942528735633,-17.8771113831089,-6.58706125258088
"31",2022,0,0,1,0,0.654582074521648,7.35367683841921,3.49487418452936,28.5457001350743,9.03677758318739,-6.00706713780919,12.6110731373889,4.46130500758726,-8.89018012783266,28.0293367346939,3.91033623910337,14.765100671141,7.5,7.9,8.5,8.3,8.6,9.1,8.5,8.3,8.2,7.7,7.1,6.5,8,-6.84541792547835,-0.546323161580791,-5.00512581547064,20.2457001350743,0.436777583187395,-15.1070671378092,4.11107313738892,-3.83869499241274,-17.0901801278327,20.3293367346939,-3.18966376089663,8.26510067114096
"32",2022,0,1,0,0,25.7710760795065,0.762942779291564,3.02866414277989,19.002624671916,14.6890163211292,-2.92307692307693,8.39936608557845,10.8918128654971,-12.5576796308504,17.6781002638522,4.80461242793082,20.7518337408313,7.5,7.9,8.5,8.3,8.6,9.1,8.5,8.3,8.2,7.7,7.1,6.5,8,18.2710760795065,-7.13705722070844,-5.47133585722011,10.702624671916,6.08901632112924,-12.0230769230769,-0.100633914421547,2.59181286549705,-20.7576796308504,9.97810026385224,-2.29538757206918,14.2518337408313
"33",2022,1,0,0,0,-0.499722376457523,5.52455357142858,-1.7451084082496,30.5166846071044,18.5154639175258,-9.11621433542101,5.09188361408881,2.40437158469944,-0.106723585912494,12.0014245014245,7.69475357710652,21.3758488337762,7.5,7.9,8.5,8.3,8.6,9.1,8.5,8.3,8.2,7.7,7.1,6.5,8,-7.99972237645752,-2.37544642857142,-10.2451084082496,22.2166846071044,9.91546391752579,-18.216214335421,-3.40811638591119,-5.89562841530056,-8.30672358591249,4.30142450142452,0.594753577106517,14.8758488337762
"34",2022,0,0,0,1,3.48785871964679,5.2901023890785,3.32252836304701,14.3921568627451,3.80527939664039,-0.726552179656548,2.26214238190285,8.19778789850358,-8.59891761876127,NA,NA,NA,7.5,7.9,8.5,8.3,8.6,9.1,8.5,8.3,8.2,7.7,7.1,6.5,8,-4.01214128035321,-2.6098976109215,-5.17747163695299,6.09215686274511,-4.79472060335961,-9.82655217965655,-6.23785761809715,-0.102212101496416,-16.7989176187613,NA,NA,NA
"35",2023,0,0,1,0,10.108604845447,-9.40819423368742,-15.5569514237856,-3.12422514257378,-14.0261069874584,-21.3456385829116,-8.62982588947766,-3.43827671913837,0.72930072930073,-3.32197614991482,8.19383259911895,14.4543973941368,6.4,6,5,4.9,4,3,3.2,3.7,3.7,3.2,3.1,3.4,4.1,3.70860484544695,-15.4081942336874,-20.5569514237856,-8.02422514257378,-18.0261069874584,-24.3456385829116,-11.8298258894777,-7.13827671913837,-2.97069927069927,-6.52197614991482,5.09383259911895,11.0543973941368
"36",2023,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6,5,4.9,4,3,3.2,3.7,3.7,3.2,3.1,3.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2023,0,1,0,0,20.8554796254113,-12.9424083769634,-23.1176329083474,-3.69211514392992,-24.8862897985705,-16.3062283737024,-6.77002583979328,-3.99113082039911,3.06004618937643,-1.73669467787114,3.13568985176738,24.4333886124931,6.4,6,5,4.9,4,3,3.2,3.7,3.7,3.2,3.1,3.4,4.1,14.4554796254113,-18.9424083769634,-28.1176329083474,-8.59211514392992,-28.8862897985705,-19.3062283737024,-9.97002583979328,-7.69113082039911,-0.639953810623569,-4.93669467787114,0.0356898517673758,21.0333886124931
"38",2023,1,0,0,0,8.02724397956702,-15.6721459130826,-15.6475300400534,-9.52833175055396,-17.5647305808258,-11.8845500848896,-4.14258188824663,-2.8140703517588,2.17166494312306,4.8582995951417,-0.627413127413123,16.1728994657601,6.4,6,5,4.9,4,3,3.2,3.7,3.7,3.2,3.1,3.4,4.1,1.62724397956702,-21.6721459130826,-20.6475300400534,-14.428331750554,-21.5647305808258,-14.8845500848896,-7.34258188824663,-6.5140703517588,-1.52833505687694,1.6582995951417,-3.72741312741312,12.7728994657601
"39",2024,0,0,1,0,2.34791889007471,16.3712200208551,1.10513739545997,-1.68389955686854,-3.515625,-1.46371846776704,NA,NA,NA,NA,NA,NA,3.1,3.2,3.5,3.4,3.3,3,NA,NA,NA,NA,NA,NA,NA,-0.752081109925293,13.1712200208551,-2.39486260454003,-5.08389955686854,-6.815625,-4.46371846776704,NA,NA,NA,NA,NA,NA
"40",2024,1,0,0,0,-2.09030100334447,24.1673783091375,-5.19257221458046,-6.09357997823722,-5.13711857860177,6.59609120521172,NA,NA,NA,NA,NA,NA,3.1,3.2,3.5,3.4,3.3,3,NA,NA,NA,NA,NA,NA,NA,-5.19030100334447,20.9673783091375,-8.69257221458046,-9.49357997823722,-8.43711857860177,3.59609120521172,NA,NA,NA,NA,NA,NA
"41",2024,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.2,3.5,3.4,3.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2024,0,1,0,0,1.28831630386494,18.9473684210526,3.61356932153392,-5.97864768683275,-6.16956850870551,-5.12303348124244,NA,NA,NA,NA,NA,NA,3.1,3.2,3.5,3.4,3.3,3,NA,NA,NA,NA,NA,NA,NA,-1.81168369613506,15.7473684210526,0.113569321533916,-9.37864768683275,-9.46956850870551,-8.12303348124244,NA,NA,NA,NA,NA,NA
